COD_RUBRICA;DESCR_RUBRICA
999559;Índ/Ref IMPORTANCIA REC.ANTEC.
999560;Índ/Ref DIF. PREVIDENCIA 13º SALARIO
999563;Índ/Ref CONTR.PART.PSDB
999564;Índ/Ref GREMIO BENEF.OFICIAIS E
999565;Índ/Ref LOCAL S/A CRED.FIN.INV.
999566;Índ/Ref AJUSTE DE APOSENTADORIA
999570;Índ/Ref ARTIGO 37 INC. XI CONST
999571;Índ/Ref ADIANTAMENTO ABONO
999573;Índ/Ref ARTIGO 37 INC. XI CONST - 2
999574;Índ/Ref ARTIGO 37 INC. XI CONST - 13º
999575;Índ/Ref Dev Abono Pecuniário (CLT)
999576;Índ/Ref Art. 37 Inc. XI Const - RRA
999577;Índ/Ref Penhora Judicial 2
999578;Índ/Ref INSS Anterior Segurado
999579;Índ/Ref IMPORT.RECEB.A MAIOR SUPLEMENTAR
999580;Índ/Ref Insuficiência de 13º salário
999581;Índ/Ref PENHORA JUDICIAL 2
999582;Índ/Ref RioPretoPrev Anterior Segurado
999585;Índ/Ref IRM anos anteriores
999586;Índ/Ref Saldo de Dívida
999589;Índ/Ref DESCONTO LICENÇA ART 147 - INCISO III
999590;Índ/Ref NOBRE CLUBE DO BRASIL
999591;Índ/Ref COMPLEMENTO PREV.SOCIAL
999592;Índ/Ref CONTRIB.PART.PPS
999596;Índ/Ref IPREV ANTERIOR
999599;Índ/Ref Bloqueio Jud - Dep em Juízo
999600;Índ/Ref BASE FGTS(Digitado)
999607;Índ/Ref DEV.ADIC.1/3 A MAIOR
999608;Índ/Ref FALTAS JUSTIFICADAS
999609;Índ/Ref FERIAS RECEBIDAS INDEVI
999610;Índ/Ref DIF.PENSAO ALIMENTICIA
999624;Índ/Ref UNIPREV UNIAO PREVIDENC
999625;Índ/Ref BANCO BNL DO BRASIL S.A
999627;Índ/Ref PORTO SEGURO CIA. DE SE
999628;Índ/Ref REAL PREVIDENCIA E SEGU
999630;Índ/Ref GBOEX GREMIO BENEFICENT
999631;Índ/Ref BANCO PAULISTA S/A
999634;Índ/Ref Acerto açao 62% - devol
999635;Índ/Ref AJUSTE CONF. LEI 13973/
999638;Índ/Ref DIF. ART.37 INC XI-ANTE
999639;Índ/Ref Importancia Recebida a Maior - IPREM
999642;Índ/Ref Ajuste - FG
999643;Índ/Ref Banco Pine S/A
999646;Índ/Ref DESCTO ADIANT 13 SAL
999649;Índ/Ref DEVOL. ABONO PERMAN. RECEBIDO A MAIOR
999655;Índ/Ref Desconto consignado retroativo
999658;Índ/Ref SICOOB Coopercredi-SP
999675;Índ/Ref Devolução Auxílio Saúde
999701;Índ/Ref 1/3 Ferias mes Inicio
999702;Índ/Ref 1/3 Ferias mes Fim
999703;Índ/Ref Consignacao Medial
999710;Índ/Ref Evento de Consignação II
999711;Índ/Ref Evento de Consignação III
999712;Índ/Ref Evento de Consignação IV
999713;Índ/Ref Medial V
999714;Índ/Ref Medial VI
999749;Índ/Ref ADICIONAL T. SERV. - ESPECIAL
999751;Índ/Ref BASE FGTS 13º
999752;Índ/Ref BASE FGTS  SOBRE Adto de  13º
999803;Índ/Ref REND. TRIBUT. SOBRE FER
999804;Índ/Ref Base de Calculo IRRF 13º
999805;Índ/Ref REND. TRIBUT.DIF.3o SAL
999810;Índ/Ref I.R.R.F. s/ ADIANTAMENTO
999811;Índ/Ref I.R.R.F. s/ 13o SALARIO
999812;Índ/Ref ABATIM.PREVIDENCIA SOCI
999813;Índ/Ref REND. TRIBUT. DISTR.LUC
999814;Índ/Ref RENDIMENTO NAO TRIBUTAV
999815;Índ/Ref ASSISTENCIA MEDICA P/I.
999818;Índ/Ref Base de Cálculo SPPREV
999819;Índ/Ref BASE PARA EVENTO 163
999820;Índ/Ref BASE ISENTOS
999822;Índ/Ref SAL.CONTR.INSS OUTROS
999823;Índ/Ref BASE CALC.INSS EMPRESA
999824;Índ/Ref INSS EMPRESA
999825;Índ/Ref BASE PREV.13o SAL. EMPR
999826;Índ/Ref PREVIDENCIA 13o SAL.EMP
999828;Índ/Ref COMPLEMENTO PREV.13o EM
999829;Índ/Ref BASE PREV.13o RES. EMPR
999830;Índ/Ref PREV.13o RES. EMPRESA
999832;Índ/Ref ADICIONAL DE RISCOS AMB
999833;Índ/Ref ADICIONAL DO R.A.T. 13o
999834;Índ/Ref ADIC.DO R.A.T. COMPL.13
999835;Índ/Ref ADIC.DO R.A.T. 13o RESC
999837;Índ/Ref Idem 166 p/24
999838;Índ/Ref Gratific.função
999839;Índ/Ref GFIP CONTRIB. DESC. EMP
999840;Índ/Ref GFIP VALOR DEVIDO PREV.
999841;Índ/Ref TOTAL DE VENCTOS
999842;Índ/Ref TOTAL DE DESCONTOS
999843;Índ/Ref TOTAL LIQUIDO
999846;Índ/Ref BASE FGTS AFAST.ACID.TR
999847;Índ/Ref GFIP - REMUNERACAO SEM
999848;Índ/Ref GFIP - 13o SALARIO
999849;Índ/Ref GFIP INSS REMUNERACAO S
999850;Índ/Ref GFIP INSS - 13o SALARIO
999852;Índ/Ref INTEG.EM HORAS P/FERIAS
999853;Índ/Ref INTEG.EM VALOR P/FERIAS
999854;Índ/Ref INTEG.EM HORAS P/13o.SA
999855;Índ/Ref INTEG.EM VALOR P/13o.SA
999856;Índ/Ref INTEG.EM HORAS P/AV.PR.
999857;Índ/Ref INTEG.EM VALOR P/AV.PR.
999860;Índ/Ref 13o SAL.SOBRE MATERNIDA
999862;Índ/Ref ACUM.DE VERBA FIXA 1
999863;Índ/Ref ACUM.DE VERBA FIXA 2
999864;Índ/Ref ACUM.DE VERBA FIXA 3
999865;Índ/Ref ACUM.DE VERBA FIXA 4
999866;Índ/Ref ACUM.DE VERBA FIXA 5
999867;Índ/Ref SALARIO DE REFERENCIA
999868;Índ/Ref BASE PRO-LABORE
999869;Índ/Ref MEDIA DE COMISSIONISTA
999870;Índ/Ref TOTAL LIQUIDO RESCISÃO
999874;Índ/Ref BASE 13o FGTS AC.TRAB.
999875;Índ/Ref PREVIDENCIA PRIVADA
999876;Índ/Ref PIS FOLHA
999878;Índ/Ref REND. TRIBUT. DIF. PART
999879;Índ/Ref GFIP INSS BASE NEGATIVA
999880;Índ/Ref GFIP INSS BASE NEGATIVA
999881;Índ/Ref ASSOC.SERV.CMSP CONSIGNACOES
999882;Índ/Ref ASS.SERV.PUBL.MUNIC.SP CONSIGNACOES
999883;Índ/Ref SALDO DE SALARIO
999884;Índ/Ref FERIAS INDENIZADAS RESCISAO
999885;Índ/Ref FERIAS PROPORCIONAIS RESCISAO
999886;Índ/Ref 1/3 FERIAS RESCISAO
999894;Índ/Ref Anterior Novembro./2003
999900;Índ/Ref 310 LANCADO EM VALOR
999901;Índ/Ref Medial - Consignações
999902;Índ/Ref Colônia - Consignações
999903;Índ/Ref PROV. MENSAL - OUTROS ORGAOS (CLT)
999904;Índ/Ref Adiantamento 13º - OUTROS ORGAOS (CLT)
999905;Índ/Ref PROV 13º SAL -  OUTROS ORGAOS (CLT)Integral
999909;Índ/Ref utilizado no iprem
999917;Índ/Ref IPREM Base de Previdência 13º - órgão de origem
999918;Índ/Ref SPPREV Base de Previdência 13º - órgão de origem
999929;Índ/Ref 13º Salário RECEBIDO A MAIOR
999930;Índ/Ref DESC. IINSUFICIENCIA SALDO 13º
999931;Índ/Ref RENDA BRUTA ISENTA
999932;Índ/Ref VALE REFEICAO ESTAGIARIOS
999934;Índ/Ref MARGEM CONSIGNAVEL
999937;Índ/Ref VENCIMENTOS FIXOS (CONSIGNAÇÕES)
999938;Índ/Ref DESCONTOS EMPRESTIMOS (CONSIGNAÇÕES)
999939;Índ/Ref DESCONTOS FACULTATIVOS (CONSIGNAÇÕES)
999941;Índ/Ref DESCONTOS OBRIG + FACULT  ( CONSIGNACOES)
999942;Índ/Ref BASE DE PREVIDENCIA 13º - VINCULO 22B
999943;Índ/Ref PREVIDENCIA SOCIAL 13º
999944;Índ/Ref RENDIMENTOS TRIBUTAVEIS FERIAS
999949;Índ/Ref RENDA BRUTA 13º
999952;Índ/Ref Resultado R.R.A.
999953;Índ/Ref Pensão Alimentícia s/  R.R.A.
999954;Índ/Ref Previdncia Social s/ .R.R.A.
999955;Índ/Ref Base de Calculo de IRRF s/  R.R.A.
999957;Índ/Ref RENDA BRUTA ISENTOS 13º
999962;Índ/Ref Dif. mês ant Reserva Técnica SBCPREV
999972;Índ/Ref Base de previdência Vinculo 20B
999985;Índ/Ref Base Calculo IRRF no Exterior
999990;Base Liquido Férias eSocial
1101595;Base de cálculo de Previdência
8008813;BASE CÁLCULO ADICIONAL NOTURNO (13)
9008813;QUANTIDADE MÉDIA ADICIONAL NOTURNO FÉRIAS
9008839;Valor Férias Fim (39) INTERNA
9008881;Índice/Referência 13º SALÁRIO - 1ª PARCELA (com FGTS)
9009180;ÍNDICE/REFERENCIA Média Art 40,§1,III, EC20/98 e 41/03
9009899;Índice/Ref. LICENÇA COMPENSATÓRIA INDENIZADA - LEI Nº 17970/2023
9009909;Índice/Ref. INSUFICIENCIA SALAR.
9009910;Índice/Ref. ARREDONDAMENTO ATUAL
9009911;Índice/Ref. ADICIONAL PERICULOSIDADE
9009912;Índice/Ref. ADICIONAL INSALUBRIDADE
9009913;Índice/Ref. ADICIONAL NOTURNO
9009914;Índice/Ref. FALTAS ABONADAS EM DIAS
9009915;Índice/Ref. FALTAS ABONADAS EM DIAS
9009916;Índice/Ref. FALTAS ABONADAS EM DIAS
9009917;Índice/Ref. FALTAS ABONADAS EM DIAS
9009918;Índice/Ref. FALTAS ABONADAS EM DIAS
9009919;Índice/Ref. FALTAS ABONADAS EM HORA
9009920;Índice/Ref. FALTAS ABONADAS EM HORA
9009921;Índice/Ref. FALTAS ABONADAS EM HORA
9009922;Índice/Ref. FALTAS ABONADAS EM HORA
9009923;Índice/Ref. FALTAS ABONADAS EM HORA
9009924;Índice/Ref. INTEGRACAO D.S.R.
9009925;Índice/Ref. LICENCA GESTANTE
9009926;Índice/Ref. ESTAG. DEB. MÊS
9009927;Índice/Ref. DEBITO ANTERIOR
9009928;Índice/Ref. ADIC. ESPEC. 1/3 - dif. A. Noturno
9009929;Índice/Ref. Salário Maternidade + de 4 meses
9009930;Índice/Ref. ESTAG. CRÉD. MÊS
9009931;Índice/Ref. 13o SALARIO - 1a PARCEL
9009932;Índice/Ref. INTEGRACAO 13o. ANTECIP
9009933;Índice/Ref. 13o SALARIO
9009934;Índice/Ref. INTEGRACAO 13o. SALARIO
9009935;Índice/Ref. LICENÇA MATERN. ESPECIAL L13379/02
9009936;Índice/Ref. Comissionados L16671/17, art 4, Par5
9009937;Índice/Ref. Dif. Comissionados L16671/17, art 4, §5
9009938;Índice/Ref. Ferias Inicio
9009939;Índice/Ref. Ferias Fim
9009940;Índice/Ref. BASE FERIAS ESTATUTARIO
9009941;Índice/Ref. FERIAS
9009942;Índice/Ref. INTEGRACAO DE FERIAS  (Inicio)
9009943;Índice/Ref. ABONO ESPECIAL DE FERIA
9009944;Índice/Ref. ABONO PECUNIARIO FERIAS
9009945;Índice/Ref. ADIANTAMENTO DE 13o NAS
9009946;Índice/Ref. DIFERENCA DE FERIAS
9009947;Índice/Ref. DIF. ABONO PECUN. FERIAS
9009948;Índice/Ref. 1/3 FERIAS (CONSTITUICA
9009949;Índice/Ref. GRAT.GAB.CARGO-
9009950;Índice/Ref. HORA EXTRA
9009951;Índice/Ref. HORA EXTRA 72%
9009952;Índice/Ref. BOLSA ESTAGIO
9009953;Índice/Ref. AUX. DOENÇA - Art 126 -L 8989/79
9009954;Índice/Ref. Custeio de Bolsas de Estudos - NB
9009955;Índice/Ref. ADIC PERICULOSIDADE - AÇÃO JUDICIAL
9009956;Índice/Ref. ABONO PECUNIÁRIO DE FÉRIAS - ATO Nº 1571/2023
9009957;Índice/Ref. Salário Maternidade até 4 meses - Anterior
9009960;Índice/Ref. FERIAS INDENIZADAS ANTES 1988
9009961;Índice/Ref. AVISO PREVIO
9009962;Índice/Ref. INTEGRACAO DO AVISO PRE
9009963;Índice/Ref. FERIAS PROPORC. INDENIZADAS
9009964;Índice/Ref. INTEGRACAO FERIAS INDEN
9009965;Índice/Ref. FERIAS INDENIZADAS
9009966;Índice/Ref. 1/3 FERIAS INDENIZADAS
9009967;Índice/Ref. 13o SALARIO PROPORCIONAL
9009968;Índice/Ref. 13o SAL. PROP. AO AVISO
9009969;Índice/Ref. INTEGRACAO 13o SAL.PROP
9009970;Índice/Ref. FGTS DO MES ANTERIOR
9009971;Índice/Ref. FGTS DA RESCISAO
9009972;Índice/Ref. F.G.T.S. 40% QUITACAO
9009973;Índice/Ref. SALARIO  MATERNIDADE - 13º
9009974;Índice/Ref. PASEP
9009975;QUANTIDADE TOTAL AMERICAN
9009976;QUANTIDADE TOTAL SINDILEX
9009977;QUANTIDADE TOTAL MONGERAL
9009978;QUANTIDADE TOTAL INVESTPREV
9009979;QUANTIDADE TOTAL CAPEMISA
9009980;QUANTIDADE TOTAL EMPREST.HIPOTECARIO
9009981;QUANTIDADE TOTAL SINDSEP
9009982;QUANTIDADE TOTAL DE ASSOCIAÇÃO DE SERVIDORES
9009983;QUANTIDADE TOTAL ASS.SERV.PUBL.MUNIC.SP
9009984;Percentual Referência FGTS
9009985;Jornada de Trabalho
9009986;30% da Margem Consignável Todos Consignados
9009987;Booleano Excedeu Limite de Todos os Consignados
9009988;20% da Margem Consignável Empréstimos Bancários
9009989;Booleando Excedeu Limite Empréstimos Bancários
9009990;Índice/Ref. 1/3 FERIAS CARGO EM COMISSÃO
9009991;Índice/Ref. DIF.FERIAS C
9009992;Índice/Ref. 1/3 FÉRIAS - VEREADORES (22)
9009993;Índice/Ref. 1/3 FÉRIAS - VEREADORES (22C)
9009994;Índice/Ref. 1/3 FÉRIAS - VEREADORES (22B)
9009999;Valor QPL-15 para base de cálculo da pensão.
9100312;INDICE DA RUBRICA 100312
9100997;VALOR TETO 570 PARA 100997 - AUXILIAR
9899999;Índice/Ref. Pensão Teste
9910099;Quantidade Consignados Facultativos
9981286;Índ/Ref Indice do 286
9989186;Índ/Ref DIF. VENCTOS ANTERIORES
9989203;Índ/Ref DIF VENC AÇÃO EXERC. ANTERIOR
9991001;Índ/Ref Contem o Valor da Base de Calculo QPA-01
9991002;Índ/Ref Contem o Valor da Base de Calculo DAS-16
9991003;Índ/Ref Contem o Valor da Base de Calculo QPA-13
9991004;Índ/Ref Contem o Valor da Base de Calculo DAS-15
9991005;Índ/Ref Diária - rend. isento - OI 460-13
9991012;Índ/Ref ADICIONAL INSALUBRIDADE ( idem 12)
9991024;Índ/Ref numero de avos p/ decimo terceiro
9991039;Índ/Ref FERIAS FIM MANAD
9991101;Índ/Ref Dias de Gliep ( considerando periodo de 90 dias)
9991102;Índ/Ref Afastamento Licenca sem Gliep
9991147;Índ/Ref ABONO RESOL.5/84 (idem 147)
9991158;Índ/Ref GRAT.GAB.PERMANENTE - Valor
9991160;Índ/Ref GRAT.GAB.CONTINUA - Valor
9991165;Índ/Ref DEVOLUÇÃO IR - ANOS ANTERIORES
9991168;Índ/Ref DIF. DE 13º
9991209;Índ/Ref Dif. Reaj.  Retr.  Mar12 - 12,2116%
9991212;Índ/Ref DEVOLUCAO DE FALTAS - ADITAMENTO (2)
9991223;Índ/Ref P.Assecuratória s/ Décimo - Art. 8º Ato 1142/11
9991284;Índ/Ref GRAT.GAB.INCORPORADA - Valor
9991286;Índ/Ref Indice do 286
9991287;Índ/Ref Dif. FG
9991292;Índ/Ref Bloqueia o 292 no Salario
9991310;Índ/Ref Bloqueia o  310 no salário
9991313;Índ/Ref Dif. FG B IPREM
9991318;Índ/Ref Parc.Suplemen.Mes Anterior
9991319;Índ/Ref GLIEP SUBSTITUIÇÃO
9991320;Índ/Ref Dif. Gratificação 14.381/07 Ato 974/07
9991322;Índ/Ref GLIEP (sem prev) - Substituição
9991323;Índ/Ref Dif.Gratificação 14.381/07  Ato 974/07 (sem prev)
9991324;Índ/Ref Grat.Gab.Inc. - Valor
9991325;Índ/Ref Grat.Gab.Cont. - Valor
9991326;Índ/Ref Grat.Gab.Perm. - Valor
9991327;Índ/Ref DIF.GLIEP BP
9991329;Índ/Ref DIF. GRAT.GCM LEI 14043/05
9991401;Índ/Ref ISENTO DE IRRF POR PRAZO DETERMINADO
9991410;Índ/Ref Credito de Previdencia Ferias
9991411;Índ/Ref Credito de Previdencia Mensal
9991426;Índ/Ref Cont. sindical ANO CORRENTE
9991434;Índ/Ref HSPM - Informado
9991443;Índ/Ref PENSAO ALIM. NAS FERIAS (MENSAL)
9991448;Índ/Ref IRRF Anterior - Exterior
9991460;Índ/Ref Devolução prev. CAMPREV
9991462;Índ/Ref INSS segurado de RRA para a DIRF
9991500;Índ/Ref FALTAS JUSTIFICADAS (Informado)
9991512;Índ/Ref Licença Vereador (acerto)
9991571;Índ/Ref Teto Salarial Individual
9991578;Índ/Ref INSS Anterior Patronal
9991581;Índ/Ref SPPREV Anterior Patronal
9991582;Índ/Ref RioPretoPrev Anterior Patronal
9991600;Índ/Ref Ajusta prev.emp.23
9991702;Índ/Ref 1/3 FERIAS FIM MANAD
9991711;Índ/Ref Dif.Grat.Esp.Estat.não base Prev
9991801;Índ/Ref Rendimentos Tributáveis - Exterior
9991802;Índ/Ref REND TRIB FERIAS MANAD
9991804;Índ/Ref Base de IRRF 13o salário MANAD
9991806;Índ/Ref Base de cálculo IRRF MANAD
9991807;Índ/Ref Guarda valor dependentes
9991816;Índ/Ref Base calculo INSS - MANAD
9991827;Índ/Ref BASE PREV 13 MANAD
9991902;Índ/Ref Número do processo - RRA
9991903;Índ/Ref Abono de Permanência - RRA
9991958;Índ/Ref Diferença Cont Prev Empresa IPRED
9991959;Índ/Ref Devolução CAMPREV empresa
9992000;Índ/Ref PENSAO CREDITO
9992002;Índ/Ref Pensão Base PAG-10147/1
9992006;Índ/Ref Pensão Base PAG-10295/1
9992007;Índ/Ref Pensão Base PAG-10359/1
9992008;Índ/Ref Pensão Base 13o-10359/1
9992009;Índ/Ref Pensão Base PAG-10359/2
9992010;Índ/Ref Pensão Base 13o-10359/2
9992011;Índ/Ref Pensão Base PAG-10359/3
9992012;Índ/Ref Pensão Base 13o-10359/3
9992020;Índ/Ref Pensão Base PAG-10389/1
9992023;Índ/Ref Pensão Base PAG-10459/1
9992029;Índ/Ref Pensão Base PAG-10520/2
9992036;Índ/Ref Pensão Base PAG-10549/1
9992039;Índ/Ref Pensão Base PAG-10593/1
9992040;Índ/Ref Pensão Base 13o-10593/1
9992041;Índ/Ref Pensão Base PAG-10593/2
9992042;Índ/Ref Pensão Base 13o-10593/2
9992043;Índ/Ref Pensão Base PAG-10593/3
9992044;Índ/Ref Pensão Base 13o-10593/3
9992047;Índ/Ref Pensão Base PAG-10682/1
9992050;Índ/Ref Pensão Base PAG-10776/1
9992051;Índ/Ref Pensão Base 13o-10776/1
9992058;Índ/Ref Pensão Base PAG-10809/1
9992059;Índ/Ref Pensão Base 13o-10809/1
9992070;Índ/Ref Pensão Base FER-10840/1
9992071;Índ/Ref Pensão Base PAG-10840/1
9992072;Índ/Ref Pensão Base 13o-10840/1
9992097;Índ/Ref Pensão Base PAG-10920/1
9992098;Índ/Ref Pensão Base 13o-10920/1
9992131;Índ/Ref Pensão Base PAG-26767/1
9992138;Índ/Ref Pensão Base FER-80364/1
9992148;Índ/Ref Pensão Base PAG-100462/1
9992149;Índ/Ref Pensão Base 13o-100462/1
9992171;Índ/Ref Pensão Base FER-100857/1
9992172;Índ/Ref Pensão Base PAG-100857/1
9992173;Índ/Ref Pensão Base 13o-100857/1
9992174;Índ/Ref Pensão Base FER-100877/1
9992175;Índ/Ref Pensão Base PAG-100877/1
9992176;Índ/Ref Pensão Base 13o-100877/1
9992180;Índ/Ref Pensão Base FER-100906/1
9992181;Índ/Ref Pensão Base PAG-100906/1
9992182;Índ/Ref Pensão Base 13o-100906/1
9992186;Índ/Ref Pensão Base FER-100931/1
9992187;Índ/Ref Pensão Base PAG-100931/1
9992188;Índ/Ref Pensão Base 13o-100931/1
9992192;Índ/Ref Pensão Base FER-101003/1
9992193;Índ/Ref Pensão Base PAG-101003/1
9992194;Índ/Ref Pensão Base 13o-101003/1
9992195;Índ/Ref Pensão Base FER-101012/1
9992196;Índ/Ref Pensão Base PAG-101012/1
9992197;Índ/Ref Pensão Base 13o-101012/1
9992201;Índ/Ref Pensão Base FER-101103/1
9992202;Índ/Ref Pensão Base PAG-101103/1
9992203;Índ/Ref Pensão Base 13o-101103/1
9992205;Índ/Ref Pensão Base PAG-101103/2
9992206;Índ/Ref Pensão Base 13o-101103/2
9992222;Índ/Ref Pensão
9992231;Índ/Ref Pensão Base PAG-10688/2
9992235;Índ/Ref Pensão Auxilio Funeral
9992237;Índ/Ref Pensão Base 13o-40462
9992301;Índ/Ref Pensão Alimenticia - Valor Fixo
9992302;Índ/Ref Pensão valor 13º
9992308;Índ/Ref Pensão Alimenticia 26767/1 -  13
9992309;Índ/Ref Pensão alimentícia 11040
9992319;Índ/Ref pensão bruto férias s/abono e 1/3
9992320;Índ/Ref PENSAO INFORMADO
9992321;Índ/Ref PA em Valor - Férias
9992322;Índ/Ref PA em Valor sobre 13º salário
9992327;Índ/Ref pensão alimentícia 100627/2
9992328;Índ/Ref pensão alimentícia 100627/2 férias sem terço
9992410;Índ/Ref PREV SOCIAL FERIAS MANAD
9992412;Índ/Ref BASE FGTS 13º SEFIP COMP.12
9992570;Índ/Ref DEVOL TETO 13º
9992807;Índ/Ref DEDUCAO DEPEND FERIAS
9993000;Índ/Ref Outros
9993039;Índ/Ref Ferias fim dif reaj MANAD
9993330;Índ/Ref Integração de férias (FIM) MANAD
9993381;Índ/Ref Horas-aula anos anteriores
9993702;Índ/Ref 1/3 Ferias fim dif reaj MANAD
9994033;Índ/Ref Ajuste Previdencia 13º 19B
9994253;Índ/Ref Abate 253 da Previdencia 13º
9994292;Índ/Ref Abate 292 da Previdencia 13º
9994308;Índ/Ref Abate 308 da Previdencia 13º
9994310;Índ/Ref Abate 310 da Previdencia 13º
9994317;Índ/Ref Abate 317 da Previdencia 13º
9994322;Índ/Ref Abate 322 da Previdencia 13º
9994323;Índ/Ref Abate 323 da Previdencia 13º
9994324;Índ/Ref Abate 324 da Previdencia 13º
9994325;Índ/Ref Abate 325 da Previdencia 13º
9994326;Índ/Ref Abate 326 da Previdencia 13º
9994411;Índ/Ref Pensão - dedução de bases anteriores
9994825;Índ/Ref Abate Previdencia - Base IPREM
9994826;Índ/Ref Credita  Previdencia - Base IPREM 20B
9994827;Índ/Ref Abate Base Previdencia Privada Ev 25
9994828;Índ/Ref Teto - Total 1 - Total Vectos sem abono perm.
9994829;Índ/Ref Teto - Total 2 - Total 1 menos o evento 570
9994830;Índ/Ref Teto - Total 3 - Total Vantagens que são BP
9994831;Índ/Ref PREVIDENCIA
9994832;Índ/Ref PREVIDENCIA  19B
9996002;Índ/Ref Plano de Saúde - Médico - Dependente 1
9996003;Índ/Ref Plano de Saúde - Odontológico - Dependente 1
9996004;Índ/Ref Plano de Saúde - Médico - Dependente 2
9996005;Índ/Ref Plano de Saúde - Odontológico - Dependente 2
9996006;Índ/Ref Plano de Saúde - Médico - Dependente 3
9996007;Índ/Ref Plano de Saúde - Odontológico - Dependente 3
9996008;Índ/Ref Plano de Saúde - Médico - Dependente 4
9996009;Índ/Ref Plano de Saúde - Odontológico - Dependente 4
9996010;Índ/Ref Plano de Saúde - Médico - Dependente 5
9996011;Índ/Ref Plano de Saúde - Odontológico - Dependente 5
9996012;Índ/Ref Plano de Saúde - Médico - Dependente 6
9996013;Índ/Ref Plano de Saúde - Odontológico - Dependente 6
9996014;Índ/Ref Plano de Saúde - Médico - Dependente 7
9996015;Índ/Ref Plano de Saúde - Odontológico - Dependente 7
9996016;Índ/Ref Plano de Saúde - Médico - Dependente 8
9996017;Índ/Ref Plano de Saúde - Odontológico - Dependente 8
9996018;Índ/Ref Plano de Saúde - Médico - Dependente 9
9996019;Índ/Ref Plano de Saúde - Odontológico - Dependente 9
9996020;Índ/Ref Plano de Saúde - Médico - Dependente 10
9996021;Índ/Ref Plano de Saúde - Odontológico - Dependente 10
9996022;Índ/Ref Plano de Saúde - Médico - Dependente 11
9996023;Índ/Ref Plano de Saúde - Odontológico - Dependente 11
9996024;Índ/Ref Plano de Saúde - Médico - Dependente 12
9996025;Índ/Ref Plano de Saúde - Odontológico - Dependente 12
9996026;Índ/Ref Plano de Saúde - Médico - Dependente 13
9996027;Índ/Ref Plano de Saúde - Odontológico - Dependente 13
9996028;Índ/Ref Plano de Saúde - Médico - Dependente 14
9996029;Índ/Ref Plano de Saúde - Odontológico - Dependente 14
9996030;Índ/Ref Plano de Saúde - Médico - Dependente 15
9996031;Índ/Ref Plano de Saúde - Odontológico - Dependente 15
9996032;Índ/Ref Plano de Saúde - Médico - Dependente 16
9996033;Índ/Ref Plano de Saúde - Odontológico - Dependente 16
9996034;Índ/Ref Plano de Saúde - Médico - Dependente 17
9996035;Índ/Ref Plano de Saúde - Odontológico - Dependente 17
9996036;Índ/Ref Plano de Saúde - Médico - Dependente 18
9996037;Índ/Ref Plano de Saúde - Odontológico - Dependente 18
9996038;Índ/Ref Plano de Saúde - Médico - Dependente 19
9996039;Índ/Ref Plano de Saúde - Odontológico - Dependente 19
9996040;Índ/Ref Plano de Saúde - Médico - Dependente 20
9996041;Índ/Ref Plano de Saúde - Odontológico - Dependente 20
9996042;Índ/Ref Plano de Saúde - Médico - Dependente 21
9996043;Índ/Ref Plano de Saúde - Odontológico - Dependente 21
9996044;Índ/Ref Plano de Saúde - Médico - Dependente 22
9996045;Índ/Ref Plano de Saúde - Odontológico - Dependente 22
9996046;Índ/Ref Plano de Saúde - Médico - Dependente 23
9996047;Índ/Ref Plano de Saúde - Odontológico - Dependente 23
9996048;Índ/Ref Plano de Saúde - Médico - Dependente 24
9996049;Índ/Ref Plano de Saúde - Odontológico - Dependente 24
9996050;Índ/Ref Plano de Saúde - Médico - Dependente 25
9996063;Índ/Ref RESERVADO USO FÁBRICA
9996801;Índ/Ref Rendimentos Tributáveis - RRA
9996806;Índ/Ref Base de Cálculo IRF s/ RRA
9996816;Índ/Ref Base de Cálculo Previdência Empresa - INSS s/ RRA
9996817;Índ/Ref Base de Cálculo Previdência Estatutários s/ RRA
9996826;Índ/Ref Previdência Empresa Estatutários - RRA
9996831;Índ/Ref Base Servidor ISENTO - RRA
9996891;Índ/Ref Nº de meses - RRA
9996892;Índ/Ref Nº do processo - RRA
9996897;Índ/Ref Pensao 73.75% sobre minimo 13º
9996900;Índ/Ref Despesas com ação Judicial s/ RRA
9998040;Índ/Ref Ded. Base IRRF 13º (do evento 804)
9998170;Índ/Ref Dedução Base IPREM (do evento 817)
9998180;Índ/Ref Base Devolução SPPREV
9998190;Índ/Ref Base Devolução RioPretoPrev
9998230;Índ/Ref Base Devolução RioPretoPrev 13º
9998250;Índ/Ref Ded. base iprem empresa  13º sal
9998260;Índ/Ref Base Devolução SPPREV 13°
9998270;Índ/Ref Ded. Base INSS 13o. (do evento 827)
9998300;Índ/Ref DEV.DESC.INDEVIDO 2 NÃO BASE
9998440;Índ/Ref Dedução Base FGTS (do evento 844)
9998450;Índ/Ref Dedução FGTS (do evento 845)
9998570;Índ/Ref Seleciona o teto
9998571;Índ/Ref Seleciona teto A
9998572;Índ/Ref Seleciona teto B
9998573;Índ/Ref Base para Teto anterior ao ato nº 1339/16 (evento 6570)
9998819;Índ/Ref Base de Cálculo RioPretoPrev
9998947;Índ/Ref COMPENSAR - Prev. PROPRIA empresa no exercício
9999250;Índ/Ref Ded. INSS 13o Empresa (do evento 925)
9999260;Índ/Ref Dedução Previd. Empresa
9999270;Índ/Ref Ded. IPREM patronal 13º
